161,1,105.14,45.77,20.50,7.70,0.71,-1,-1,-1
201,1,85.47,50.10,20.61,7.23,0.33,-1,-1,-1
221,1,38.66,54.57,19.50,7.48,0.31,-1,-1,-1
281,1,545.26,82.90,31.90,8.44,0.33,-1,-1,-1
321,1,570.83,75.47,33.80,8.81,0.67,-1,-1,-1
341,1,569.50,74.58,33.16,8.97,0.65,-1,-1,-1
361,1,570.90,66.31,32.59,9.54,0.32,-1,-1,-1
461,1,502.41,64.30,31.26,8.47,0.32,-1,-1,-1
481,1,461.59,68.30,27.62,9.12,0.34,-1,-1,-1
501,1,416.77,72.95,26.73,8.13,0.58,-1,-1,-1
521,1,376.17,77.22,27.34,7.80,0.59,-1,-1,-1
541,1,342.38,79.44,29.41,7.03,0.48,-1,-1,-1
561,1,312.60,76.57,26.88,7.70,0.60,-1,-1,-1
581,1,281.68,67.76,28.00,8.36,0.33,-1,-1,-1
601,1,407.20,116.25,21.73,6.06,0.44,-1,-1,-1
621,1,209.22,35.16,37.03,13.62,0.45,-1,-1,-1
701,1,434.31,94.70,24.54,6.23,0.30,-1,-1,-1
721,1,555.09,47.19,17.45,5.47,0.56,-1,-1,-1
761,1,418.26,85.47,31.26,7.84,0.42,-1,-1,-1
801,1,44.29,72.08,57.38,17.10,0.39,-1,-1,-1
1021,1,168.15,66.11,17.25,6.22,0.33,-1,-1,-1
1041,1,169.22,65.34,18.60,6.11,0.35,-1,-1,-1
1141,1,592.11,53.28,18.58,8.35,0.46,-1,-1,-1
1161,1,611.25,65.41,20.09,5.62,0.38,-1,-1,-1
1181,1,561.51,68.54,17.30,6.65,0.46,-1,-1,-1
1221,1,327.37,78.77,13.86,5.18,0.59,-1,-1,-1
1261,1,199.87,84.74,16.22,6.81,0.37,-1,-1,-1
1281,1,242.93,84.87,16.77,5.63,0.40,-1,-1,-1
1301,1,240.67,85.84,15.54,5.41,0.40,-1,-1,-1
1361,1,121.79,86.64,16.85,5.29,0.40,-1,-1,-1
1401,1,76.89,67.53,18.49,7.89,0.47,-1,-1,-1
1461,1,217.49,80.32,21.65,6.93,0.43,-1,-1,-1
1481,1,111.09,174.67,53.56,10.60,0.37,-1,-1,-1
1781,1,542.12,99.43,17.29,6.98,0.34,-1,-1,-1
1801,1,591.73,101.38,17.67,4.95,0.35,-1,-1,-1
1861,1,199.35,72.26,53.45,13.69,0.42,-1,-1,-1
1881,1,396.18,109.79,13.82,4.17,0.41,-1,-1,-1
