141,1,394.60,140.10,9.40,5.45,0.71,-1,-1,-1
161,1,83.98,233.19,11.94,5.13,0.38,-1,-1,-1
181,1,101.50,229.66,10.78,5.09,0.37,-1,-1,-1
241,1,260.55,150.51,11.64,6.67,0.33,-1,-1,-1
261,1,276.75,167.31,11.70,8.80,0.34,-1,-1,-1
341,1,619.95,-0.40,9.69,6.92,0.44,-1,-1,-1
361,1,273.00,117.62,11.25,8.20,0.48,-1,-1,-1
401,1,392.61,144.00,10.17,6.84,0.40,-1,-1,-1
441,1,279.57,165.89,11.23,7.78,0.31,-1,-1,-1
481,1,393.33,173.24,7.19,4.75,0.46,-1,-1,-1
561,1,386.25,165.52,7.28,4.24,0.45,-1,-1,-1
581,1,285.27,211.29,10.82,7.16,0.49,-1,-1,-1
601,1,373.55,145.17,9.06,5.69,0.54,-1,-1,-1
621,1,321.16,281.74,8.97,5.14,0.36,-1,-1,-1
641,1,131.71,272.54,11.51,4.71,0.34,-1,-1,-1
661,1,333.43,210.67,11.02,6.29,0.32,-1,-1,-1
701,1,346.40,310.05,8.70,5.08,0.35,-1,-1,-1
761,1,369.03,141.76,8.92,4.60,0.32,-1,-1,-1
781,1,376.34,150.45,7.06,5.24,0.45,-1,-1,-1
801,1,273.01,228.24,12.75,5.67,0.34,-1,-1,-1
821,1,389.14,162.40,7.98,5.23,0.55,-1,-1,-1
841,1,393.39,172.55,7.64,4.78,0.53,-1,-1,-1
881,1,403.03,183.34,7.39,4.00,0.43,-1,-1,-1
901,1,401.92,183.37,8.93,4.84,0.43,-1,-1,-1
921,1,404.45,183.59,7.16,3.94,0.43,-1,-1,-1
1041,1,326.34,195.91,12.97,8.06,0.35,-1,-1,-1
1061,1,526.70,141.31,7.40,4.66,0.53,-1,-1,-1
1081,1,524.34,142.97,8.71,4.51,0.60,-1,-1,-1
1101,1,524.67,142.62,8.49,4.76,0.65,-1,-1,-1
1121,1,523.83,140.72,8.33,5.25,0.65,-1,-1,-1
1141,1,438.08,140.25,10.03,6.64,0.36,-1,-1,-1
1161,1,434.75,136.37,10.03,6.97,0.53,-1,-1,-1
1181,1,429.39,161.67,8.57,5.66,0.56,-1,-1,-1
1201,1,327.16,203.93,12.79,7.22,0.69,-1,-1,-1
1221,1,340.76,205.57,12.03,6.75,0.36,-1,-1,-1
1241,1,477.46,15.54,12.40,10.18,0.36,-1,-1,-1
1261,1,332.60,227.95,12.52,6.45,0.42,-1,-1,-1
1281,1,333.24,226.76,13.13,6.58,0.41,-1,-1,-1
1301,1,335.14,228.12,13.82,7.70,0.42,-1,-1,-1
1401,1,387.98,83.38,9.23,6.66,0.40,-1,-1,-1
1441,1,326.30,104.55,10.88,7.48,0.47,-1,-1,-1
1461,1,316.79,213.75,12.66,7.02,0.47,-1,-1,-1
1481,1,302.00,199.10,14.68,8.84,0.46,-1,-1,-1
1501,1,300.72,194.70,14.58,6.97,0.45,-1,-1,-1
1521,1,302.27,192.29,13.37,8.29,0.42,-1,-1,-1
1541,1,302.30,192.95,13.69,7.76,0.44,-1,-1,-1
1561,1,286.68,179.26,13.04,7.55,0.37,-1,-1,-1
1581,1,228.36,131.24,9.69,6.18,0.46,-1,-1,-1
1601,1,230.09,135.10,10.26,5.57,0.40,-1,-1,-1
1621,1,304.01,194.63,14.40,8.33,0.45,-1,-1,-1
1641,1,307.68,198.41,15.35,8.67,0.39,-1,-1,-1
1661,1,291.91,190.05,12.59,7.13,0.39,-1,-1,-1
1681,1,371.77,135.90,5.59,3.79,0.38,-1,-1,-1
1701,1,376.30,132.26,6.33,4.92,0.37,-1,-1,-1
1721,1,311.83,207.46,10.58,6.32,0.41,-1,-1,-1
1761,1,271.57,172.85,8.72,5.51,0.56,-1,-1,-1
1781,1,336.39,205.52,12.49,6.55,0.41,-1,-1,-1
1801,1,335.49,198.29,12.39,6.69,0.42,-1,-1,-1
1821,1,336.00,197.79,12.29,7.11,0.42,-1,-1,-1
1881,1,287.34,215.87,11.05,5.95,0.35,-1,-1,-1
1921,1,304.95,215.75,11.17,6.02,0.41,-1,-1,-1
1961,1,311.23,196.73,6.07,4.95,0.30,-1,-1,-1
