61,1,465.59,34.59,11.58,12.39,0.42,-1,-1,-1
101,1,385.72,63.63,14.36,15.93,0.43,-1,-1,-1
121,1,389.01,64.85,14.19,16.03,0.36,-1,-1,-1
141,1,400.49,83.32,11.98,16.59,0.43,-1,-1,-1
161,1,412.59,111.47,11.77,14.47,0.35,-1,-1,-1
321,1,189.00,355.52,14.11,6.08,0.35,-1,-1,-1
341,1,269.19,332.31,14.00,7.34,0.71,-1,-1,-1
401,1,500.64,258.71,13.77,9.94,0.36,-1,-1,-1
421,1,471.41,266.97,16.42,13.14,0.32,-1,-1,-1
581,1,356.50,116.37,7.59,5.94,0.42,-1,-1,-1
641,1,450.47,151.23,16.95,10.17,0.37,-1,-1,-1
741,1,600.76,103.97,15.32,10.76,0.62,-1,-1,-1
781,1,488.00,142.98,11.12,8.99,0.32,-1,-1,-1
861,1,349.97,178.90,12.75,14.96,0.37,-1,-1,-1
1061,1,528.99,127.57,10.00,8.07,0.40,-1,-1,-1
1081,1,489.18,145.75,9.26,7.89,0.47,-1,-1,-1
1161,1,118.02,281.62,11.47,7.08,0.32,-1,-1,-1
1301,1,194.49,129.01,11.05,9.49,0.46,-1,-1,-1
1421,1,368.23,148.81,9.01,6.67,0.41,-1,-1,-1
1441,1,466.90,115.58,7.70,6.85,0.46,-1,-1,-1
1461,1,498.86,108.16,6.25,5.68,0.53,-1,-1,-1
1501,1,454.03,125.41,7.83,7.11,0.39,-1,-1,-1
1661,1,235.28,204.02,9.97,7.15,0.63,-1,-1,-1
