1,1,466.00,125.00,9.50,6.50,0.98,-1,-1,-1
1,2,209.00,151.12,8.00,4.75,0.98,-1,-1,-1
1,3,260.75,103.25,7.50,6.00,0.95,-1,-1,-1
21,1,472.97,137.42,8.02,6.06,0.98,-1,-1,-1
21,2,209.28,150.60,7.71,5.20,0.96,-1,-1,-1
21,3,260.02,102.84,9.08,5.80,0.98,-1,-1,-1
41,1,481.28,152.52,9.36,5.32,0.99,-1,-1,-1
41,2,208.97,150.28,8.91,4.50,0.97,-1,-1,-1
41,3,260.74,103.05,7.62,5.89,0.97,-1,-1,-1
61,1,489.41,166.53,9.02,4.99,0.98,-1,-1,-1
61,2,208.82,149.93,7.42,5.12,0.97,-1,-1,-1
61,3,259.92,104.04,8.10,5.28,0.97,-1,-1,-1
81,1,497.84,179.37,8.20,6.13,0.98,-1,-1,-1
81,2,209.70,149.96,5.80,4.51,0.96,-1,-1,-1
81,3,259.78,103.52,8.00,5.20,0.98,-1,-1,-1
101,1,506.99,193.38,6.73,4.88,0.98,-1,-1,-1
101,2,211.98,148.38,8.08,4.24,0.97,-1,-1,-1
101,3,259.45,103.75,8.45,4.96,0.98,-1,-1,-1
121,1,514.25,204.98,7.65,4.81,0.96,-1,-1,-1
121,2,219.42,146.08,6.77,3.99,0.98,-1,-1,-1
121,3,258.20,104.20,7.99,5.61,0.99,-1,-1,-1
141,1,521.29,217.06,7.34,3.37,0.98,-1,-1,-1
141,2,225.97,142.40,8.22,4.43,0.98,-1,-1,-1
141,3,251.35,106.99,7.78,5.33,0.99,-1,-1,-1
161,1,527.98,225.60,6.37,4.47,0.97,-1,-1,-1
161,2,234.47,138.95,9.05,5.31,0.39,-1,-1,-1
161,3,238.49,112.29,8.04,5.59,0.99,-1,-1,-1
161,4,233.62,139.25,8.25,4.50,0.99,-1,-1,-1
181,1,531.52,232.34,8.72,4.53,0.94,-1,-1,-1
181,2,242.80,136.10,8.06,4.81,0.98,-1,-1,-1
181,3,222.93,119.12,7.33,4.56,0.98,-1,-1,-1
201,1,532.73,235.77,7.12,4.79,0.96,-1,-1,-1
201,2,251.04,132.93,8.37,4.83,0.98,-1,-1,-1
201,3,219.82,120.71,7.39,4.52,0.98,-1,-1,-1
221,1,528.00,240.78,5.40,4.40,0.88,-1,-1,-1
221,2,259.24,130.06,8.41,4.49,0.98,-1,-1,-1
221,3,224.18,119.24,7.24,4.22,0.98,-1,-1,-1
