1,1,245.00,122.69,14.25,6.31,1.00,-1,-1,-1
21,1,243.32,122.95,15.25,6.90,0.99,-1,-1,-1
41,1,244.48,121.41,15.45,9.02,1.00,-1,-1,-1
61,1,245.05,112.10,13.87,7.55,1.00,-1,-1,-1
81,1,256.40,128.52,10.81,7.97,1.00,-1,-1,-1
101,1,297.35,184.37,7.54,3.67,0.98,-1,-1,-1
121,1,348.00,192.72,14.05,4.73,1.00,-1,-1,-1
141,1,382.84,161.39,7.09,5.34,0.99,-1,-1,-1
161,1,401.28,147.33,10.71,7.63,0.99,-1,-1,-1
181,1,389.89,188.47,7.04,6.38,0.98,-1,-1,-1
201,1,323.45,205.05,14.29,5.39,0.99,-1,-1,-1
221,1,244.71,205.87,8.03,3.38,0.95,-1,-1,-1
241,1,183.09,194.35,12.74,4.80,0.99,-1,-1,-1
261,1,131.65,168.97,3.38,2.68,0.87,-1,-1,-1
281,1,67.19,157.66,14.84,11.00,1.00,-1,-1,-1
301,1,93.06,154.57,11.15,7.86,0.99,-1,-1,-1
321,1,196.06,142.82,20.57,10.35,1.00,-1,-1,-1
341,1,365.39,133.90,14.44,8.95,0.99,-1,-1,-1
361,1,466.23,130.76,20.39,9.08,0.99,-1,-1,-1
381,1,504.34,123.06,15.10,9.00,0.99,-1,-1,-1
401,1,494.49,122.02,16.26,11.18,1.00,-1,-1,-1
421,1,425.71,176.13,20.99,9.16,1.00,-1,-1,-1
441,1,382.26,189.54,16.75,9.34,0.99,-1,-1,-1
441,4,265.15,162.31,7.38,5.70,0.98,-1,-1,-1
461,1,352.60,180.54,14.90,6.22,0.99,-1,-1,-1
481,1,345.05,136.95,9.16,8.14,0.99,-1,-1,-1
501,1,285.22,138.32,18.15,10.77,0.99,-1,-1,-1
521,1,164.06,147.05,11.96,7.08,0.99,-1,-1,-1
541,1,106.76,136.01,15.86,7.15,1.00,-1,-1,-1
561,1,107.19,129.09,15.70,8.32,0.99,-1,-1,-1
581,1,129.11,154.21,13.74,7.80,1.00,-1,-1,-1
601,1,165.70,179.36,3.89,2.66,0.92,-1,-1,-1
621,1,231.01,187.97,12.56,5.97,0.99,-1,-1,-1
641,1,330.88,193.75,6.69,3.06,0.95,-1,-1,-1
661,1,412.56,196.23,11.11,4.74,0.99,-1,-1,-1
681,1,463.70,161.56,6.67,5.33,0.99,-1,-1,-1
701,1,499.03,147.91,10.97,8.64,0.99,-1,-1,-1
721,1,477.18,131.02,8.38,4.74,0.99,-1,-1,-1
741,1,438.03,105.31,14.02,5.65,1.00,-1,-1,-1
761,1,402.48,84.40,15.06,7.75,0.99,-1,-1,-1
781,1,391.16,97.88,13.73,5.03,1.00,-1,-1,-1
801,1,392.96,108.00,11.84,5.29,0.99,-1,-1,-1
821,1,393.69,61.37,15.64,12.03,1.00,-1,-1,-1
841,1,353.82,11.60,24.44,14.31,1.00,-1,-1,-1
861,1,306.45,22.12,24.66,18.50,0.99,-1,-1,-1
881,1,301.61,127.83,21.05,16.24,0.98,-1,-1,-1
