621,1,329.73,54.82,15.10,7.67,0.37,-1,-1,-1
681,1,547.29,132.95,14.79,5.74,0.31,-1,-1,-1
841,1,287.83,221.48,17.87,6.18,0.34,-1,-1,-1
1081,1,257.28,100.69,15.77,9.60,0.36,-1,-1,-1
1161,1,135.39,168.27,40.79,10.67,0.33,-1,-1,-1
1301,1,456.12,49.74,27.82,16.39,0.33,-1,-1,-1
1321,1,462.91,117.58,20.26,10.16,0.31,-1,-1,-1
1421,1,227.75,143.65,18.18,5.07,0.32,-1,-1,-1
1441,1,213.95,113.39,20.61,14.07,0.36,-1,-1,-1
1461,1,208.02,101.12,24.16,13.86,0.32,-1,-1,-1
1481,1,214.99,112.55,21.55,8.24,0.30,-1,-1,-1
1541,1,193.04,80.65,25.69,13.15,0.32,-1,-1,-1
1561,1,185.98,99.52,26.84,9.45,0.30,-1,-1,-1
1721,1,173.60,171.68,27.47,9.87,0.44,-1,-1,-1
1761,1,222.81,171.64,29.68,9.74,0.48,-1,-1,-1
1781,1,251.07,183.55,26.98,6.47,0.42,-1,-1,-1
1801,1,233.07,172.21,27.77,7.54,0.46,-1,-1,-1
1821,1,226.16,171.83,28.77,10.39,0.49,-1,-1,-1
1841,1,164.04,173.24,31.28,8.35,0.51,-1,-1,-1
1861,1,104.62,171.46,29.22,10.43,0.47,-1,-1,-1
1881,1,125.16,171.82,28.23,10.19,0.49,-1,-1,-1
1921,1,185.60,172.20,28.99,7.72,0.49,-1,-1,-1
1941,1,182.96,172.50,27.73,8.02,0.48,-1,-1,-1
1961,1,180.36,172.31,32.04,8.25,0.45,-1,-1,-1
1981,1,182.39,172.40,28.71,7.90,0.48,-1,-1,-1
2001,1,184.44,172.10,27.54,7.78,0.50,-1,-1,-1
2021,1,185.52,173.32,27.36,6.42,0.48,-1,-1,-1
2141,1,139.40,173.65,41.84,9.97,0.33,-1,-1,-1
