881,1,158.80,11.95,32.00,13.21,0.70,-1,-1,-1
901,1,157.69,114.12,32.69,8.79,0.47,-1,-1,-1
921,1,156.47,113.54,30.81,8.51,0.51,-1,-1,-1
941,1,159.13,90.28,31.00,10.21,0.30,-1,-1,-1
961,1,159.27,69.86,32.09,10.32,0.30,-1,-1,-1
981,1,160.57,45.86,33.84,11.13,0.36,-1,-1,-1
1081,1,258.86,49.72,28.58,12.75,0.32,-1,-1,-1
1101,1,129.95,5.72,30.18,17.01,0.71,-1,-1,-1
1161,1,60.83,32.34,25.47,10.90,0.35,-1,-1,-1
1261,1,234.77,206.24,23.29,8.97,0.38,-1,-1,-1
1301,1,287.89,174.36,10.60,4.73,0.40,-1,-1,-1
1481,1,294.31,168.80,10.04,5.30,0.30,-1,-1,-1
1721,1,198.46,174.84,6.70,3.79,0.39,-1,-1,-1
1761,1,276.49,191.99,16.65,7.17,0.37,-1,-1,-1
