1161,1,269.70,14.20,8.98,5.30,0.74,-1,-1,-1
1421,1,181.32,76.11,11.61,5.59,0.50,-1,-1,-1
1501,1,402.49,151.80,8.45,4.11,0.32,-1,-1,-1
1561,1,397.92,176.78,7.41,2.94,0.43,-1,-1,-1
1601,1,95.56,105.89,19.31,9.43,0.67,-1,-1,-1
1681,1,269.24,141.17,8.18,4.26,0.47,-1,-1,-1
1701,1,53.35,83.60,20.38,6.69,0.36,-1,-1,-1
1761,1,127.45,80.50,17.29,10.18,0.46,-1,-1,-1
1781,1,136.72,81.98,17.98,6.16,0.31,-1,-1,-1
1801,1,168.16,80.60,17.43,9.35,0.38,-1,-1,-1
1821,1,233.65,83.19,17.52,6.97,0.36,-1,-1,-1
1861,1,244.84,101.48,16.70,5.83,0.38,-1,-1,-1
1921,1,248.36,120.65,15.53,6.46,0.32,-1,-1,-1
1941,1,212.25,113.85,17.69,6.66,0.34,-1,-1,-1
1961,1,304.85,148.82,12.99,6.29,0.30,-1,-1,-1
1981,1,253.85,105.24,16.29,9.03,0.68,-1,-1,-1
2001,1,224.92,106.21,17.43,6.46,0.53,-1,-1,-1
2021,1,185.98,101.99,17.57,10.58,0.40,-1,-1,-1
2061,1,227.28,94.22,19.00,8.84,0.31,-1,-1,-1
2081,1,238.52,111.78,16.65,8.10,0.38,-1,-1,-1
