501,1,131.78,39.35,13.27,8.90,0.49,-1,-1,-1
521,1,341.48,150.90,7.99,3.48,0.33,-1,-1,-1
581,1,106.76,43.80,14.36,5.85,0.65,-1,-1,-1
601,1,111.50,44.35,15.95,8.48,0.56,-1,-1,-1
621,1,127.24,61.59,14.94,8.07,0.37,-1,-1,-1
641,1,154.66,95.15,11.82,6.22,0.31,-1,-1,-1
661,1,4.94,176.25,13.43,4.38,0.38,-1,-1,-1
841,1,99.48,98.43,11.34,7.16,0.44,-1,-1,-1
861,1,95.84,98.11,11.99,7.13,0.47,-1,-1,-1
881,1,110.79,113.71,11.75,5.58,0.34,-1,-1,-1
901,1,133.45,133.96,9.42,4.32,0.39,-1,-1,-1
941,1,143.83,140.35,8.68,5.43,0.36,-1,-1,-1
1161,1,155.03,139.37,9.19,4.44,0.37,-1,-1,-1
1201,1,113.57,91.12,13.55,7.66,0.35,-1,-1,-1
1381,1,122.53,101.20,11.41,4.81,0.35,-1,-1,-1
1401,1,129.06,103.46,9.87,3.70,0.41,-1,-1,-1
1421,1,130.11,103.45,10.76,3.92,0.41,-1,-1,-1
1441,1,131.38,100.26,10.28,4.69,0.43,-1,-1,-1
1541,1,126.80,84.79,11.71,4.88,0.45,-1,-1,-1
1561,1,131.32,84.12,10.79,5.17,0.45,-1,-1,-1
1641,1,229.10,101.27,9.74,4.55,0.37,-1,-1,-1
1661,1,135.38,86.13,11.91,4.16,0.40,-1,-1,-1
1741,1,117.92,66.81,11.48,4.43,0.37,-1,-1,-1
1761,1,109.88,47.54,13.65,8.18,0.51,-1,-1,-1
1781,1,110.56,53.69,13.63,5.38,0.50,-1,-1,-1
1801,1,111.39,53.05,13.28,5.88,0.52,-1,-1,-1
1821,1,112.31,47.32,14.47,7.58,0.33,-1,-1,-1
1861,1,148.43,82.70,10.56,4.86,0.46,-1,-1,-1
1941,1,428.33,64.21,6.97,5.05,0.38,-1,-1,-1
2121,1,159.59,77.74,9.64,4.08,0.55,-1,-1,-1
2161,1,157.35,70.98,10.60,4.00,0.50,-1,-1,-1
